city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,119.0,3,4,3,14,accept,not furnished,800.0,4557.0
Belo Horizonte,150.0,3,1,3,0,accept,not furnished,0.0,4308.0
Sao Paulo,750.0,4,7,8,0,accept,furnished,0.0,16890.0
Sao Paulo,67.0,2,1,1,13,not accept,not furnished,626.0,2489.0
Rio de Janeiro,50.0,1,1,0,1,accept,not furnished,640.0,2155.0
Rio de Janeiro,36.0,1,1,0,5,accept,not furnished,487.0,3075.0
Sao Paulo,120.0,3,2,2,5,accept,not furnished,1500.0,3802.0
Porto Alegre,65.0,3,1,1,1,accept,not furnished,400.0,1294.0
Belo Horizonte,240.0,4,4,2,3,accept,furnished,590.0,8847.0
Sao Paulo,93.0,2,2,2,3,accept,not furnished,800.0,4545.0
Porto Alegre,35.0,1,1,0,1,accept,not furnished,120.0,1400.0
Sao Paulo,51.0,2,1,1,9,not accept,not furnished,450.0,2787.0
Sao Paulo,85.0,2,2,1,14,accept,not furnished,709.0,4145.0
Campinas,57.0,1,2,1,12,accept,not furnished,391.0,3501.0
Campinas,50.0,1,1,0,8,accept,not furnished,300.0,853.0
Sao Paulo,75.0,2,1,0,0,accept,not furnished,0.0,1848.0
Sao Paulo,161.0,3,3,3,17,accept,not furnished,2700.0,13490.0
Campinas,210.0,4,4,3,7,not accept,not furnished,1964.0,6105.0
Sao Paulo,350.0,3,2,4,0,accept,not furnished,0.0,14020.0
Porto Alegre,112.0,3,3,2,1,accept,not furnished,1000.0,4278.0
Campinas,78.0,3,2,2,3,accept,furnished,755.0,2717.0
Sao Paulo,54.0,2,2,1,6,accept,not furnished,954.0,3989.0
Campinas,25.0,1,1,0,3,not accept,not furnished,200.0,1224.0
Sao Paulo,62.0,2,2,0,3,not accept,not furnished,600.0,2626.0
Sao Paulo,117.0,2,2,1,11,not accept,furnished,630.0,8001.0
Sao Paulo,120.0,4,2,2,0,accept,not furnished,0.0,3563.0
Campinas,113.0,3,2,2,11,accept,not furnished,700.0,2248.0
Sao Paulo,65.0,2,1,1,3,accept,not furnished,700.0,3036.0
Campinas,70.0,2,1,1,0,not accept,not furnished,341.0,1515.0
Porto Alegre,67.0,3,2,2,7,accept,not furnished,400.0,2480.0
Sao Paulo,651.0,7,7,8,0,accept,not furnished,0.0,10220.0
Sao Paulo,180.0,3,1,5,0,accept,not furnished,0.0,7165.0
Sao Paulo,30.0,1,1,0,0,accept,not furnished,0.0,1034.0
Sao Paulo,100.0,3,3,3,5,accept,not furnished,1000.0,4962.0
Sao Paulo,45.0,1,1,0,11,accept,not furnished,325.0,1849.0
Sao Paulo,400.0,4,4,4,0,accept,not furnished,0.0,9878.0
Sao Paulo,100.0,3,1,0,1,accept,not furnished,0.0,2367.0
Porto Alegre,111.0,2,2,0,15,accept,not furnished,850.0,2586.0
Belo Horizonte,70.0,2,2,2,5,accept,not furnished,610.0,2978.0
Porto Alegre,179.0,3,2,2,0,accept,furnished,0.0,3833.0
Rio de Janeiro,140.0,3,2,2,1,accept,not furnished,1800.0,8153.0
Sao Paulo,260.0,3,4,2,0,accept,not furnished,0.0,8600.0
Belo Horizonte,268.0,4,2,4,1,not accept,not furnished,975.0,4396.0
Belo Horizonte,70.0,3,2,1,2,accept,not furnished,230.0,1607.0
Rio de Janeiro,50.0,1,1,1,2,accept,not furnished,1060.0,2903.0
Belo Horizonte,470.0,5,4,2,0,accept,not furnished,0.0,6907.0
Sao Paulo,142.0,3,4,3,13,accept,not furnished,1900.0,10040.0
Sao Paulo,80.0,1,2,2,5,accept,not furnished,0.0,6605.0
Sao Paulo,100.0,3,3,3,0,not accept,not furnished,0.0,2784.0
Porto Alegre,47.0,1,1,1,1,not accept,furnished,400.0,2633.0
Campinas,180.0,3,4,4,0,accept,not furnished,0.0,3529.0
Porto Alegre,180.0,4,1,1,0,accept,not furnished,1.0,4936.0
Sao Paulo,72.0,1,1,1,0,not accept,furnished,670.0,4896.0
Sao Paulo,90.0,2,2,1,0,accept,not furnished,0.0,2234.0
Campinas,49.0,1,1,0,3,accept,not furnished,417.0,1031.0
Porto Alegre,282.0,4,2,4,0,accept,furnished,0.0,5444.0
Sao Paulo,114.0,4,4,2,6,accept,not furnished,1115.0,3999.0
Sao Paulo,170.0,3,3,2,8,accept,not furnished,1800.0,9448.0
Sao Paulo,200.0,3,2,3,0,accept,not furnished,0.0,3906.0
Sao Paulo,130.0,4,4,3,2,accept,not furnished,1160.0,4658.0
Belo Horizonte,300.0,3,4,4,0,accept,not furnished,0.0,7973.0
Sao Paulo,40.0,1,2,1,28,not accept,furnished,1935.0,6507.0
Sao Paulo,45.0,1,1,0,2,not accept,not furnished,150.0,910.0
Sao Paulo,245.0,3,5,4,3,accept,furnished,2300.0,13650.0
Sao Paulo,155.0,2,3,2,0,accept,not furnished,0.0,4438.0
Belo Horizonte,300.0,3,3,4,0,accept,not furnished,0.0,3989.0
Campinas,438.0,5,4,0,0,accept,not furnished,0.0,8269.0
Rio de Janeiro,30.0,1,1,0,4,not accept,furnished,380.0,2668.0
Sao Paulo,125.0,2,2,1,0,accept,furnished,0.0,3235.0
Campinas,76.0,1,2,0,1,accept,not furnished,300.0,1109.0
Sao Paulo,58.0,2,2,2,2,accept,not furnished,833.0,3078.0
Sao Paulo,140.0,3,2,2,0,accept,not furnished,0.0,2685.0
Sao Paulo,49.0,2,1,1,1,accept,not furnished,415.0,1801.0
Porto Alegre,45.0,1,1,0,11,accept,not furnished,750.0,2322.0
Sao Paulo,350.0,4,6,4,0,accept,not furnished,0.0,11050.0
Sao Paulo,35.0,1,1,0,4,accept,not furnished,320.0,2042.0
Rio de Janeiro,100.0,3,1,1,0,accept,not furnished,495.0,2234.0
Porto Alegre,86.0,2,2,2,3,accept,not furnished,1000.0,4114.0
Campinas,58.0,1,1,1,6,accept,not furnished,676.0,4126.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,809.0
Porto Alegre,62.0,3,2,1,2,accept,furnished,550.0,2731.0
Belo Horizonte,95.0,3,2,2,10,accept,not furnished,657.0,3131.0
Sao Paulo,52.0,1,1,1,11,accept,not furnished,730.0,2895.0
Sao Paulo,80.0,2,1,0,0,accept,not furnished,0.0,1359.0
Belo Horizonte,300.0,4,4,4,0,accept,not furnished,0.0,7035.0
Sao Paulo,70.0,2,2,0,6,accept,not furnished,570.0,2190.0
Porto Alegre,130.0,3,3,1,6,accept,not furnished,1000.0,6139.0
Campinas,39.0,1,1,1,1,not accept,furnished,573.0,1748.0
Belo Horizonte,73.0,2,1,1,11,accept,furnished,600.0,5200.0
Sao Paulo,68.0,2,1,1,15,accept,not furnished,520.0,2838.0
Campinas,80.0,2,1,0,0,accept,not furnished,0.0,1219.0
Sao Paulo,30.0,1,1,1,15,accept,not furnished,500.0,2141.0
Rio de Janeiro,450.0,4,5,1,0,accept,not furnished,0.0,3768.0
Sao Paulo,270.0,3,4,2,11,accept,not furnished,3158.0,19450.0
Sao Paulo,146.0,3,4,4,15,accept,not furnished,1510.0,8218.0
Rio de Janeiro,100.0,3,1,0,2,accept,not furnished,0.0,2235.0
Campinas,60.0,2,1,1,2,accept,not furnished,314.0,1327.0
Sao Paulo,55.0,2,1,1,7,not accept,not furnished,784.0,4464.0
Rio de Janeiro,140.0,4,2,1,1,not accept,not furnished,1700.0,8158.0
Campinas,40.0,1,1,1,6,accept,not furnished,600.0,1294.0
Belo Horizonte,20.0,1,1,1,0,accept,furnished,0.0,1115.0
Porto Alegre,30.0,1,1,0,0,not accept,not furnished,0.0,509.0
Sao Paulo,68.0,2,2,2,12,not accept,not furnished,2600.0,4930.0
Campinas,35.0,1,1,1,11,accept,not furnished,350.0,1354.0
Sao Paulo,190.0,4,4,3,11,accept,furnished,1780.0,8768.0
Sao Paulo,700.0,4,10,0,0,accept,not furnished,0.0,23980.0
Rio de Janeiro,45.0,1,1,0,1,accept,not furnished,0.0,1294.0
Sao Paulo,311.0,3,6,4,23,not accept,furnished,1800.0,15540.0
Porto Alegre,110.0,2,1,0,0,accept,not furnished,0.0,2250.0
Campinas,330.0,3,3,2,10,not accept,not furnished,2700.0,8515.0
Sao Paulo,75.0,3,1,1,2,accept,furnished,770.0,2780.0
Porto Alegre,50.0,1,1,0,2,accept,furnished,300.0,1966.0
Sao Paulo,460.0,4,4,6,0,accept,not furnished,0.0,6027.0
Porto Alegre,52.0,2,1,0,4,accept,not furnished,401.0,1163.0
Sao Paulo,155.0,3,4,2,14,accept,not furnished,1400.0,15080.0
Belo Horizonte,55.0,2,1,1,1,accept,not furnished,200.0,1129.0
Rio de Janeiro,74.0,2,1,0,11,accept,not furnished,1154.0,3268.0
Sao Paulo,26.0,1,1,1,3,accept,furnished,402.0,1816.0
Sao Paulo,80.0,2,1,0,1,accept,furnished,500.0,3539.0
Sao Paulo,450.0,4,5,5,0,not accept,not furnished,0.0,14060.0
Campinas,150.0,2,2,1,0,accept,not furnished,0.0,1243.0
Sao Paulo,135.0,3,2,2,9,accept,not furnished,1836.0,6633.0
Belo Horizonte,140.0,4,3,4,9,accept,not furnished,500.0,4277.0
Campinas,76.0,3,1,1,2,accept,not furnished,480.0,1889.0
Sao Paulo,450.0,4,3,6,0,accept,not furnished,0.0,13160.0
Belo Horizonte,38.0,1,1,0,2,not accept,not furnished,0.0,1318.0
Sao Paulo,56.0,2,2,1,4,accept,not furnished,500.0,2526.0
Rio de Janeiro,30.0,1,1,0,8,not accept,furnished,445.0,1964.0
Sao Paulo,260.0,2,2,2,0,not accept,not furnished,0.0,4425.0
Porto Alegre,77.0,3,2,1,2,not accept,not furnished,284.0,1583.0
Rio de Janeiro,290.0,4,3,1,6,accept,not furnished,2500.0,10050.0
Belo Horizonte,22.0,1,1,1,1,not accept,furnished,0.0,1520.0
Rio de Janeiro,47.0,2,1,0,4,accept,not furnished,578.0,2098.0
Sao Paulo,80.0,2,2,1,7,accept,not furnished,1363.0,5206.0
Sao Paulo,244.0,4,3,4,2,accept,furnished,2375.0,8243.0
Campinas,45.0,1,1,0,9,accept,not furnished,670.0,1520.0
Belo Horizonte,85.0,3,2,2,3,not accept,not furnished,686.0,2569.0
Sao Paulo,98.0,3,2,2,3,accept,not furnished,1400.0,3809.0
Sao Paulo,100.0,2,1,1,0,not accept,not furnished,0.0,1472.0
Rio de Janeiro,120.0,3,2,0,2,accept,not furnished,1300.0,5379.0
Sao Paulo,190.0,3,2,1,8,accept,furnished,2180.0,6888.0
Sao Paulo,500.0,4,4,4,0,accept,not furnished,3200.0,15350.0
Sao Paulo,105.0,3,2,2,1,accept,furnished,1544.0,9931.0
Campinas,50.0,2,1,1,3,accept,not furnished,613.0,1646.0
Sao Paulo,126.0,4,3,2,4,not accept,not furnished,1500.0,6475.0
Sao Paulo,74.0,2,3,1,2,accept,not furnished,1180.0,5843.0
Rio de Janeiro,130.0,3,3,2,3,accept,furnished,2500.0,10090.0
Sao Paulo,140.0,2,1,1,6,not accept,furnished,2000.0,7870.0
Porto Alegre,160.0,3,2,2,0,accept,not furnished,100.0,2211.0
Sao Paulo,250.0,3,4,3,4,accept,not furnished,3570.0,19000.0
Rio de Janeiro,90.0,2,2,1,4,accept,not furnished,1090.0,2146.0
Sao Paulo,35.0,1,1,0,6,accept,furnished,420.0,2102.0
Rio de Janeiro,144.0,4,2,2,4,accept,not furnished,2000.0,6015.0
Rio de Janeiro,170.0,3,1,1,10,accept,furnished,600.0,3212.0
Rio de Janeiro,65.0,2,1,1,7,accept,not furnished,750.0,2228.0
Porto Alegre,80.0,2,1,0,0,accept,not furnished,0.0,1008.0
Sao Paulo,20.0,1,1,0,4,not accept,furnished,150.0,3399.0
Sao Paulo,79.0,2,2,2,18,not accept,furnished,800.0,7055.0
Sao Paulo,70.0,2,1,0,1,accept,not furnished,0.0,2639.0
Sao Paulo,30.0,1,1,0,9,not accept,furnished,423.0,2849.0
Sao Paulo,250.0,3,5,3,4,accept,not furnished,3500.0,10390.0
Porto Alegre,50.0,1,1,0,2,accept,furnished,300.0,1269.0
Sao Paulo,116.0,3,2,2,5,accept,not furnished,1726.0,4624.0
Sao Paulo,216.0,4,3,4,28,not accept,not furnished,1868.0,7589.0
Sao Paulo,290.0,3,5,4,8,accept,furnished,3580.0,10670.0
Sao Paulo,300.0,5,6,6,0,accept,not furnished,0.0,11730.0
Sao Paulo,245.0,4,3,4,8,accept,not furnished,3450.0,11190.0
Belo Horizonte,150.0,4,2,3,18,not accept,furnished,1300.0,6746.0
Sao Paulo,130.0,3,4,2,11,not accept,not furnished,1550.0,4309.0
Sao Paulo,112.0,1,2,3,0,accept,not furnished,0.0,3006.0
Sao Paulo,78.0,2,2,1,8,accept,not furnished,586.0,2351.0
Rio de Janeiro,15.0,1,1,0,0,accept,not furnished,50.0,760.0
Sao Paulo,84.0,2,1,2,11,not accept,furnished,800.0,5091.0
Rio de Janeiro,23.0,1,1,0,8,not accept,not furnished,569.0,2620.0
Belo Horizonte,174.0,3,1,0,0,not accept,not furnished,0.0,5711.0
Sao Paulo,104.0,1,3,2,14,not accept,not furnished,2000.0,6754.0
Porto Alegre,63.0,1,1,0,3,accept,not furnished,340.0,1292.0
Sao Paulo,51.0,2,1,1,7,accept,not furnished,468.0,1657.0
Rio de Janeiro,70.0,2,2,1,4,accept,not furnished,1500.0,5337.0
Belo Horizonte,150.0,4,4,2,12,accept,not furnished,1218.0,5773.0
Rio de Janeiro,90.0,2,2,1,8,accept,not furnished,800.0,3055.0
Rio de Janeiro,80.0,2,2,1,2,accept,furnished,4100.0,12280.0
Porto Alegre,60.0,1,1,1,4,not accept,not furnished,2400.0,3421.0
Belo Horizonte,85.0,3,2,1,2,not accept,not furnished,450.0,2055.0
Sao Paulo,70.0,2,1,0,24,not accept,furnished,450.0,3741.0
Rio de Janeiro,50.0,1,1,0,2,not accept,not furnished,800.0,1637.0
Sao Paulo,38.0,1,1,0,6,accept,not furnished,420.0,2551.0
Porto Alegre,147.0,3,3,3,0,accept,not furnished,0.0,2728.0
Porto Alegre,222.0,3,2,2,3,not accept,furnished,770.0,6278.0
Sao Paulo,185.0,4,4,4,8,accept,not furnished,2500.0,11140.0
Campinas,284.0,3,5,6,0,accept,not furnished,550.0,6144.0
Sao Paulo,45.0,2,1,1,6,not accept,not furnished,240.0,1759.0
Rio de Janeiro,290.0,3,3,1,9,accept,not furnished,1600.0,7822.0
Sao Paulo,74.0,3,2,2,15,accept,not furnished,850.0,2216.0
Campinas,115.0,3,2,2,15,accept,not furnished,1018.0,3957.0
Porto Alegre,37.0,1,1,0,4,accept,not furnished,338.0,2029.0
Belo Horizonte,650.0,7,6,3,0,accept,not furnished,0.0,14460.0
Sao Paulo,30.0,1,1,0,1,not accept,not furnished,0.0,1469.0
Sao Paulo,87.0,1,1,2,14,accept,furnished,870.0,9021.0
Sao Paulo,553.0,5,6,5,15,accept,furnished,6000.0,12230.0
Sao Paulo,250.0,3,4,4,16,accept,not furnished,3421.0,15480.0
Sao Paulo,600.0,4,5,6,0,accept,not furnished,0.0,9051.0
Sao Paulo,250.0,3,3,3,0,accept,not furnished,0.0,4718.0
Sao Paulo,30.0,1,1,1,16,accept,not furnished,399.0,2221.0
Belo Horizonte,62.0,3,1,1,2,not accept,not furnished,260.0,1282.0
Rio de Janeiro,115.0,2,2,2,1,accept,not furnished,900.0,4014.0
Rio de Janeiro,130.0,3,1,0,4,accept,not furnished,1050.0,8071.0
Sao Paulo,35.0,1,1,0,15,accept,not furnished,306.0,2332.0
Belo Horizonte,350.0,4,3,3,9,not accept,not furnished,2050.0,12840.0
Sao Paulo,100.0,3,2,0,0,not accept,not furnished,0.0,3960.0
Campinas,85.0,3,2,2,9,accept,not furnished,1225.0,4040.0
Sao Paulo,60.0,1,1,1,0,accept,not furnished,0.0,1623.0
Campinas,197.0,3,3,2,8,accept,not furnished,1600.0,4457.0
Sao Paulo,177.0,4,5,4,12,accept,not furnished,1500.0,11780.0
Rio de Janeiro,96.0,2,1,0,8,accept,furnished,700.0,5946.0
Sao Paulo,48.0,1,1,0,0,not accept,not furnished,0.0,1202.0
Sao Paulo,678.0,5,6,4,0,accept,not furnished,0.0,18230.0
Rio de Janeiro,126.0,2,2,1,5,accept,not furnished,1800.0,9817.0
Sao Paulo,130.0,3,3,1,6,accept,not furnished,1390.0,5901.0
Campinas,113.0,2,1,1,8,accept,not furnished,670.0,2028.0
Sao Paulo,380.0,3,4,2,0,accept,not furnished,0.0,13140.0
Sao Paulo,80.0,1,1,1,10,accept,not furnished,1800.0,4512.0
Sao Paulo,20.0,1,1,0,0,accept,furnished,602.0,2555.0
Sao Paulo,32.0,1,1,1,15,accept,not furnished,350.0,2254.0
Sao Paulo,420.0,4,6,4,8,accept,not furnished,3500.0,20940.0
Sao Paulo,500.0,8,5,2,0,accept,not furnished,0.0,12720.0
Sao Paulo,33.0,1,1,1,12,accept,furnished,560.0,3581.0
Sao Paulo,700.0,4,6,6,0,accept,not furnished,0.0,14860.0
Sao Paulo,50.0,1,1,1,0,accept,not furnished,0.0,1117.0
Porto Alegre,70.0,2,2,0,4,accept,not furnished,330.0,1820.0
Belo Horizonte,332.0,3,2,8,0,not accept,not furnished,0.0,7385.0
Rio de Janeiro,83.0,2,3,2,4,accept,furnished,3850.0,11060.0
Campinas,62.0,2,2,2,5,accept,not furnished,800.0,3853.0
Sao Paulo,30.0,1,1,0,12,accept,furnished,350.0,3692.0
Sao Paulo,240.0,4,6,4,2,not accept,not furnished,2000.0,6466.0
Sao Paulo,27.0,1,1,0,0,not accept,not furnished,0.0,848.0
Rio de Janeiro,87.0,3,2,1,3,accept,not furnished,1200.0,2726.0
Porto Alegre,238.0,3,3,3,2,accept,furnished,700.0,5109.0
Rio de Janeiro,68.0,2,1,0,3,accept,not furnished,925.0,3500.0
Rio de Janeiro,30.0,1,1,0,19,accept,not furnished,590.0,1527.0
Rio de Janeiro,24.0,1,1,0,5,accept,furnished,500.0,1741.0
Sao Paulo,80.0,3,2,1,1,not accept,not furnished,402.0,2116.0
Belo Horizonte,70.0,3,1,1,3,accept,not furnished,275.0,1453.0
Sao Paulo,250.0,4,3,2,0,not accept,not furnished,0.0,10150.0
Belo Horizonte,83.0,3,3,2,5,accept,furnished,990.0,4753.0
Porto Alegre,339.0,3,5,4,11,accept,furnished,3000.0,18040.0
Campinas,75.0,2,1,1,0,accept,not furnished,0.0,1317.0
Sao Paulo,154.0,4,3,3,4,accept,not furnished,1630.0,6778.0
Rio de Janeiro,80.0,2,2,1,5,accept,not furnished,891.0,2840.0
Porto Alegre,156.0,3,1,0,2,accept,not furnished,500.0,2266.0
Sao Paulo,190.0,3,4,3,2,accept,not furnished,3800.0,11040.0
Sao Paulo,200.0,3,2,2,0,accept,not furnished,0.0,3735.0
Belo Horizonte,600.0,3,5,8,0,accept,not furnished,800.0,11170.0
Belo Horizonte,57.0,3,2,1,2,accept,not furnished,225.0,1418.0
Belo Horizonte,110.0,3,2,2,3,not accept,furnished,550.0,3418.0
Sao Paulo,240.0,3,4,5,9,accept,not furnished,3200.0,11080.0
Sao Paulo,40.0,1,1,1,9,not accept,not furnished,440.0,3376.0
Campinas,160.0,3,2,2,12,accept,not furnished,1026.0,2940.0
Sao Paulo,120.0,3,2,2,1,accept,not furnished,2450.0,7315.0
Campinas,51.0,1,1,1,1,accept,not furnished,670.0,1591.0
Porto Alegre,55.0,1,1,1,3,accept,not furnished,250.0,2629.0
Sao Paulo,820.0,4,4,5,0,accept,not furnished,0.0,11080.0
Sao Paulo,168.0,3,4,2,9,accept,not furnished,1800.0,7435.0
Porto Alegre,68.0,1,2,1,4,accept,furnished,500.0,3154.0
Sao Paulo,260.0,4,4,6,22,accept,furnished,2480.0,9217.0
Sao Paulo,93.0,2,2,1,8,accept,not furnished,1258.0,3792.0
Sao Paulo,73.0,2,2,1,13,accept,not furnished,700.0,2116.0
Sao Paulo,182.0,3,3,5,0,accept,not furnished,0.0,4514.0
Rio de Janeiro,215.0,3,2,0,5,accept,not furnished,1400.0,5490.0
Sao Paulo,280.0,3,3,4,0,accept,not furnished,0.0,10630.0
Rio de Janeiro,68.0,2,1,1,5,accept,not furnished,660.0,1651.0
Sao Paulo,76.0,1,2,1,4,accept,furnished,1180.0,5464.0
Sao Paulo,156.0,3,4,3,4,accept,not furnished,1650.0,11430.0
Porto Alegre,271.0,4,3,1,7,accept,not furnished,1500.0,5957.0
Campinas,297.0,4,6,2,3,accept,not furnished,2800.0,6069.0
Sao Paulo,73.0,2,1,1,8,accept,not furnished,525.0,1909.0
Sao Paulo,350.0,3,4,5,0,accept,not furnished,0.0,6675.0
Sao Paulo,100.0,2,3,3,0,accept,furnished,1200.0,9197.0
Sao Paulo,100.0,3,2,0,3,not accept,not furnished,800.0,3076.0
Campinas,180.0,3,4,4,0,accept,not furnished,1000.0,5695.0
Sao Paulo,350.0,7,4,2,0,accept,not furnished,0.0,4962.0
Porto Alegre,40.0,1,1,0,7,accept,not furnished,180.0,1201.0
Rio de Janeiro,106.0,3,2,1,5,accept,not furnished,1434.0,6837.0
Sao Paulo,63.0,2,2,1,19,accept,furnished,1000.0,12270.0
Rio de Janeiro,200.0,4,3,2,6,accept,furnished,2100.0,12020.0
Rio de Janeiro,65.0,2,2,0,1,accept,not furnished,250.0,4000.0
Rio de Janeiro,25.0,1,1,0,4,accept,furnished,356.0,2418.0
Sao Paulo,95.0,3,2,2,5,accept,not furnished,1760.0,3272.0
Sao Paulo,36.0,1,1,1,8,accept,furnished,600.0,4124.0
Rio de Janeiro,273.0,4,4,2,5,accept,not furnished,2800.0,13760.0
Sao Paulo,159.0,2,2,1,8,accept,furnished,1236.0,5741.0
Rio de Janeiro,110.0,2,2,1,6,accept,furnished,2500.0,8982.0
Porto Alegre,130.0,4,4,3,3,accept,furnished,1600.0,12890.0
Sao Paulo,20.0,1,1,0,0,not accept,not furnished,0.0,1003.0
Sao Paulo,330.0,4,5,4,0,accept,not furnished,0.0,4335.0
Rio de Janeiro,30.0,1,1,0,8,not accept,not furnished,550.0,1807.0
Sao Paulo,190.0,4,3,2,1,accept,not furnished,1733.0,7367.0
Sao Paulo,195.0,2,3,1,10,accept,not furnished,1500.0,7911.0
Sao Paulo,43.0,2,7,2,11,accept,not furnished,257.0,2556.0
Campinas,49.0,2,1,1,5,accept,not furnished,273.0,1236.0
Sao Paulo,68.0,3,1,1,1,accept,not furnished,560.0,2103.0
Porto Alegre,63.0,2,2,2,3,accept,furnished,500.0,2752.0
Sao Paulo,298.0,4,4,3,6,accept,not furnished,3356.0,13660.0
Sao Paulo,52.0,1,2,1,4,accept,furnished,795.0,4991.0
Sao Paulo,350.0,3,2,4,0,accept,not furnished,0.0,11350.0
Sao Paulo,170.0,4,2,1,3,accept,furnished,2437.0,8273.0
Rio de Janeiro,120.0,3,2,2,1,accept,not furnished,1784.0,7503.0
Rio de Janeiro,30.0,1,1,0,19,accept,not furnished,800.0,2067.0
Belo Horizonte,67.0,2,1,0,5,not accept,furnished,388.0,1615.0
Sao Paulo,210.0,3,4,0,0,accept,furnished,0.0,4439.0
Porto Alegre,40.0,1,1,1,1,not accept,furnished,250.0,1324.0
Porto Alegre,117.0,3,2,1,1,accept,not furnished,706.0,4373.0
Sao Paulo,67.0,2,1,1,7,accept,not furnished,570.0,2012.0
Belo Horizonte,70.0,3,2,2,1,accept,not furnished,554.0,2708.0
Porto Alegre,60.0,2,1,2,0,accept,not furnished,0.0,1425.0
Sao Paulo,856.0,5,7,6,4,accept,not furnished,7500.0,22630.0
Rio de Janeiro,34.0,1,1,0,7,accept,not furnished,625.0,2412.0
Sao Paulo,717.0,5,5,8,16,accept,not furnished,4300.0,11860.0
Porto Alegre,96.0,2,1,0,2,not accept,not furnished,200.0,1255.0
Sao Paulo,20.0,1,1,0,0,accept,furnished,602.0,2555.0
Porto Alegre,70.0,1,2,0,0,not accept,not furnished,0.0,1586.0
Rio de Janeiro,65.0,1,1,0,10,not accept,furnished,672.0,3219.0
Sao Paulo,58.0,2,2,1,18,accept,not furnished,317.0,2123.0
Sao Paulo,140.0,3,3,3,2,accept,not furnished,1640.0,6669.0
Sao Paulo,195.0,3,4,3,0,accept,not furnished,0.0,8687.0
Rio de Janeiro,83.0,2,1,1,8,accept,furnished,1108.0,3036.0
Porto Alegre,40.0,1,1,1,6,accept,not furnished,180.0,1455.0
Sao Paulo,70.0,1,1,0,0,not accept,not furnished,0.0,914.0
Rio de Janeiro,94.0,3,3,2,4,accept,not furnished,2076.0,7498.0
Sao Paulo,34.0,1,1,1,11,not accept,furnished,620.0,3456.0
Campinas,30.0,1,1,0,4,accept,not furnished,336.0,856.0
Sao Paulo,73.0,2,2,1,12,accept,not furnished,700.0,2116.0
Campinas,270.0,3,3,3,1,accept,not furnished,2500.0,10370.0
Sao Paulo,40.0,1,1,1,16,not accept,not furnished,900.0,4122.0
Sao Paulo,25.0,1,1,0,0,not accept,not furnished,0.0,849.0
Sao Paulo,112.0,3,2,1,8,accept,not furnished,810.0,4807.0
Sao Paulo,105.0,3,2,2,6,accept,not furnished,1002.0,3653.0
Sao Paulo,130.0,3,2,2,0,accept,not furnished,0.0,3458.0
Belo Horizonte,118.0,4,2,1,1,accept,not furnished,600.0,3042.0
Campinas,85.0,3,2,1,1,accept,not furnished,650.0,2042.0
Sao Paulo,380.0,4,4,3,0,accept,furnished,0.0,7613.0
Belo Horizonte,55.0,2,1,1,1,accept,not furnished,250.0,1549.0
Sao Paulo,109.0,3,2,1,2,accept,not furnished,1450.0,6818.0
Belo Horizonte,758.0,5,4,5,3,accept,not furnished,7630.0,25580.0
Belo Horizonte,300.0,4,3,3,0,accept,not furnished,0.0,6913.0
Belo Horizonte,72.0,2,3,0,1,accept,furnished,826.0,3478.0
Belo Horizonte,148.0,4,3,2,12,accept,not furnished,1886.0,7859.0
Porto Alegre,75.0,2,1,0,9,accept,not furnished,450.0,1499.0
Rio de Janeiro,68.0,2,2,1,7,not accept,not furnished,655.0,1812.0
Sao Paulo,64.0,2,2,2,8,not accept,not furnished,800.0,2986.0
Belo Horizonte,206.0,4,3,2,4,accept,not furnished,1530.0,8682.0
Sao Paulo,320.0,3,4,3,8,accept,not furnished,3400.0,10290.0
Rio de Janeiro,116.0,3,3,2,2,not accept,not furnished,557.0,3320.0
Campinas,560.0,7,7,8,0,accept,not furnished,0.0,10050.0
Sao Paulo,320.0,4,3,4,5,accept,not furnished,3000.0,8558.0
Rio de Janeiro,55.0,1,1,1,1,accept,furnished,2750.0,5816.0
Sao Paulo,85.0,2,2,0,8,accept,furnished,850.0,5813.0
Sao Paulo,100.0,2,2,1,6,not accept,not furnished,1000.0,3733.0
Sao Paulo,400.0,5,5,5,0,accept,not furnished,0.0,8997.0
Porto Alegre,220.0,3,2,2,0,accept,not furnished,0.0,2700.0
Rio de Janeiro,80.0,2,2,0,6,accept,furnished,810.0,3125.0
Campinas,66.0,1,1,2,2,accept,not furnished,577.0,2239.0
Porto Alegre,80.0,2,2,1,12,accept,not furnished,500.0,2530.0
Sao Paulo,260.0,5,4,4,12,accept,not furnished,3400.0,15940.0
Sao Paulo,450.0,4,5,6,0,not accept,furnished,0.0,10290.0
Porto Alegre,88.0,2,2,1,3,accept,not furnished,550.0,3481.0
Campinas,157.0,3,5,3,1,accept,not furnished,2300.0,9831.0
Sao Paulo,129.0,3,5,0,14,accept,not furnished,1200.0,7838.0
Sao Paulo,23.0,1,1,1,26,accept,not furnished,472.0,2861.0
Sao Paulo,692.0,5,6,5,0,accept,not furnished,4500.0,21390.0
Sao Paulo,310.0,3,4,3,8,accept,not furnished,2400.0,7858.0
Porto Alegre,215.0,3,4,2,1,accept,not furnished,1900.0,5853.0
Sao Paulo,250.0,3,4,2,0,accept,not furnished,0.0,4456.0
